NU Form Prefix Period Genre Rootfinal SemClass SJA
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 privat labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Unprefixed 1900-1949 nonfiction labialplosive InchIntr NoSja
NoNu finite Unprefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 massmedia labialplosive InchIntr NoSja
NoNu finite Unprefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1800-1849 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 nonfiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu finite Unprefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 nonfiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 massmedia labialplosive InchIntr NoSja
NoNu finite Unprefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 nonfiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1800-1849 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu finite Unprefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu finite Unprefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 privat labialplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 church labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 nonfiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1800-1849 mix labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1800-1849 privat labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
nu gerund Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Unprefixed 1950-1999 nonfiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- fiction labialplosive InchIntr NoSja
NoNu finite Unprefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
nu gerund Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Unprefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1800-1849 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 nonfiction labialplosive InchIntr NoSja
NoNu finite Unprefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 nonfiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- privat labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- nonfiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu finite Prefixed 2000- massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1800-1849 fiction labialplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction labialplosive InchIntr NoSja
